"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 05 06:08:39 GMT 2024","Wed Jun 05 06:08:56 GMT 2024","16742","","","","TestRailTests","DeleteTestProject","DeleteTestProject",""
"passed","Wed Jun 05 06:08:22 GMT 2024","Wed Jun 05 06:08:39 GMT 2024","17242","","","","TestRailTests","CreateTestProject","CreateTestProject",""
